company,newsroom_page,tag,link,year,base
Amazon,0,a,/news-releases/news-release-details/amazon-expands-grocery-delivery-whole-foods-market-thirteen,2019,https://press.aboutamazon.com
Amazon,0,a,/news-releases/news-release-details/aws-announces-general-availability-amazon-managed-blockchain,2019,https://press.aboutamazon.com
Amazon,0,a,/news-releases/news-release-details/amazon-expands-denver-tech-hub-and-announces-plans-create-400,2019,https://press.aboutamazon.com
Amazon,0,a,/news-releases/news-release-details/montlake-romance-publish-international-bestselling-author-sylvia,2019,https://press.aboutamazon.com
Amazon,0,a,/news-releases/news-release-details/amazoncom-announces-first-quarter-sales-17-597-billion,2019,https://press.aboutamazon.com
Amazon,0,a,/news-releases/news-release-details/aws-launches-new-region-hong-kong,2019,https://press.aboutamazon.com
Amazon,0,a,/news-releases/news-release-details/vertafore-selects-aws-its-preferred-cloud-provider,2019,https://press.aboutamazon.com
Amazon,0,a,/news-releases/news-release-details/key-garage-available-starting-today,2019,https://press.aboutamazon.com
Amazon,0,a,/news-releases/news-release-details/amazon-and-google-announce-official-youtube-apps-launch-fire-tv,2019,https://press.aboutamazon.com
Amazon,0,a,/news-releases/news-release-details/amazon-publishing-brings-together-bestselling-and-award-winning,2019,https://press.aboutamazon.com
Amazon,0,a,/news-releases/news-release-details/amazon-provides-robotics-grants-100-schools-underserved-and,2019,https://press.aboutamazon.com
Amazon,0,a,/news-releases/news-release-details/amazoncom-webcast-first-quarter-2019-financial-results,2019,https://press.aboutamazon.com
Amazon,0,a,/news-releases/news-release-details/amazon-expands-grocery-delivery-whole-foods-market-asheville,2019,https://press.aboutamazon.com
Amazon,0,a,/news-releases/news-release-details/amazon-releases-50-new-tools-and-services-selling-partners,2019,https://press.aboutamazon.com
Amazon,0,a,/news-releases/news-release-details/amazon-announces-three-new-renewable-energy-projects-support-aws,2019,https://press.aboutamazon.com
Amazon,0,a,/news-releases/news-release-details/aws-open-new-region-indonesia,2019,https://press.aboutamazon.com
Amazon,0,a,/news-releases/news-release-details/amazon-awards-40000-scholarships-and-guaranteed-internship,2019,https://press.aboutamazon.com
Amazon,0,a,/news-releases/news-release-details/amazon-expands-austin-tech-hub-and-announces-plans-create-800,2019,https://press.aboutamazon.com
Amazon,0,a,/news-releases/news-release-details/aws-announces-general-availability-concurrency-scaling-amazon,2019,https://press.aboutamazon.com
Amazon,0,a,/news-releases/news-release-details/aws-announces-general-availability-amazon-s3-glacier-deep,2019,https://press.aboutamazon.com
Amazon,0,a,/news-releases/news-release-details/open-business-shop-amazons-curated-storefront-2019-coachella,2019,https://press.aboutamazon.com
Amazon,0,a,/news-releases/news-release-details/volkswagen-and-aws-join-forces-transform-automotive,2019,https://press.aboutamazon.com
Amazon,0,a,/news-releases/news-release-details/standard-bank-group-selects-aws-its-preferred-cloud-provider,2019,https://press.aboutamazon.com
Amazon,0,a,/news-releases/news-release-details/amazon-selling-partner-conferences-sell-out-six-weeks-1800-small,2019,https://press.aboutamazon.com
Amazon,0,a,/news-releases/news-release-details/mlbtv-now-available-prime-video-channels,2019,https://press.aboutamazon.com
Amazon,0,a,/news-releases/news-release-details/all-new-kindle-now-adjustable-front-light-just-8999,2019,https://press.aboutamazon.com
Amazon,0,a,/news-releases/news-release-details/amazon-kicks-spring-launch-belei-its-first-dedicated-skincare,2019,https://press.aboutamazon.com
Amazon,0,a,/news-releases/news-release-details/gogo-goes-all-aws,2019,https://press.aboutamazon.com
Amazon,0,a,/news-releases/news-release-details/greater-adoption-digital-tools-rural-america-could-add-140,2019,https://press.aboutamazon.com
Amazon,0,a,/news-releases/news-release-details/amazon-prime-members-pick-your-delivery-day-plan-your-week,2019,https://press.aboutamazon.com
Amazon,0,a,/news-releases/news-release-details/lyft-goes-all-aws,2019,https://press.aboutamazon.com
Amazon,0,a,/news-releases/news-release-details/amazon-future-engineer-brings-computer-science-courses-more-1000,2019,https://press.aboutamazon.com
Amazon,0,a,/news-releases/news-release-details/second-spectrum-and-la-clippers-select-aws-official-cloud-and,2019,https://press.aboutamazon.com
Amazon,0,a,/news-releases/news-release-details/forgot-sunscreen-sandals-or-sunglasses-customers-can-shop-and,2019,https://press.aboutamazon.com
Amazon,0,a,/news-releases/news-release-details/amazon-acquire-eero-help-customers-better-connect-smart-home,2019,https://press.aboutamazon.com
Amazon,0,a,/news-releases/news-release-details/amazon-crossing-publish-true-crime-story-archives-stieg-larsson,2019,https://press.aboutamazon.com
Amazon,0,a,/news-releases/news-release-details/guinness-six-nations-championship-use-aws-analytics-machine,2019,https://press.aboutamazon.com
Amazon,0,a,/news-releases/news-release-details/amazoncom-announces-fourth-quarter-sales-20-724-billion,2019,https://press.aboutamazon.com
Amazon,0,a,/news-releases/news-release-details/amazon-teams-new-york-city-and-state-colleges-launch-pathway,2019,https://press.aboutamazon.com
Amazon,0,a,/news-releases/news-release-details/amazon-future-engineer-program-fund-computer-science-courses,2019,https://press.aboutamazon.com
Amazon,0,a,/news-releases/news-release-details/amazon-publishing-announces-amazon-crossing-kids-imprint,2019,https://press.aboutamazon.com
Amazon,0,a,/news-releases/news-release-details/aws-announces-amazon-worklink,2019,https://press.aboutamazon.com
Amazon,0,a,/news-releases/news-release-details/amazon-stores-helping-build-future-business-more-50000-small-and,2019,https://press.aboutamazon.com
Amazon,0,a,/news-releases/news-release-details/amazoncom-webcast-fourth-quarter-2018-financial-results,2019,https://press.aboutamazon.com
Amazon,0,a,/news-releases/news-release-details/amazon-web-services-announces-aws-backup,2019,https://press.aboutamazon.com
Amazon,0,a,/news-releases/news-release-details/choice-hotels-goes-all-aws,2019,https://press.aboutamazon.com
Amazon,0,a,/news-releases/news-release-details/aws-announces-amazon-documentdb-mongodb-compatibility,2019,https://press.aboutamazon.com
Amazon,0,a,/news-releases/news-release-details/key-amazon-introduces-new-products-and-services-expand-its,2019,https://press.aboutamazon.com
Amazon,1,a,/news-releases/news-release-details/amazon-announces-first-fulfillment-center-louisiana,2020,https://press.aboutamazon.com
Amazon,1,a,/news-releases/news-release-details/amazon-announces-two-new-fulfillment-centers-and-new-delivery,2020,https://press.aboutamazon.com
Amazon,1,a,/news-releases/news-release-details/amazon-delivers-gift-football-prime-members-nfl-holiday-blitz,2020,https://press.aboutamazon.com
Amazon,1,a,/news-releases/news-release-details/amazon-announces-first-fulfillment-center-south-dakota,2020,https://press.aboutamazon.com
Amazon,1,a,/news-releases/news-release-details/amazon-announces-new-fulfillment-center-north-little-rock,2020,https://press.aboutamazon.com
Amazon,1,a,/news-releases/news-release-details/amazon-offers-customers-free-convenient-and-easy-returns-more,2020,https://press.aboutamazon.com
